Horizon,type,MAE_ss,RMSE_ss,pb_ss,Model,Zone
1,lower,-0.0381733256630046,-0.0209864541187471,-0.00135678689562536,MC,2
1,mean,-0.0314886426197857,-0.0149404022938812,0.00499357025558806,MC,2
1,upper,-0.0245636936682433,-0.00911202475978821,0.0115759262974482,MC,2
2,lower,-0.0182634236786059,-0.00498414083857511,0.0095144003329888,MC,2
2,mean,-0.0111667020113643,0.000922481058708034,0.0162521237228631,MC,2
2,upper,-0.00420825628003629,0.00639080736598312,0.022502486743477,MC,2
3,lower,-0.00729976149914295,0.00585254246638769,0.0170872877556324,MC,2
3,mean,0.00109987259958153,0.0124761929269002,0.0246823458860641,MC,2
3,upper,0.00924594325542893,0.019408885045714,0.0324621969159654,MC,2
4,lower,0.00146444320412197,0.0183867785591138,0.0249119998792202,MC,2
4,mean,0.0096184045377579,0.024572109881852,0.0320756315135049,MC,2
4,upper,0.0174262914970058,0.0306441843968141,0.0391206096529544,MC,2
5,lower,0.0124314580723026,0.0315484406121294,0.0352336470832554,MC,2
5,mean,0.0212323004717357,0.0387276952809424,0.0437019784943125,MC,2
5,upper,0.0299113173419926,0.0457203791628553,0.0522690569971052,MC,2
6,lower,0.0234057038012226,0.0454172146742062,0.0465701453263917,MC,2
6,mean,0.0323770195940028,0.0533510148676465,0.0550725479460188,MC,2
6,upper,0.0410636741189179,0.0608961631108075,0.0636141867768957,MC,2
