Horizon,type,MAE_ss,RMSE_ss,pb_ss,Model,Zone
1,lower,-0.0272355590291548,-0.0146743273594121,0.00854506200832703,MC,9
1,mean,-0.0196493207844453,-0.00851980217446351,0.0157963346789499,MC,9
1,upper,-0.0122206903336903,-0.002664629048377,0.0226706200275588,MC,9
2,lower,-0.0216523430687171,-0.000868507484264591,0.00323713784666126,MC,9
2,mean,-0.0141124562105213,0.00549187742059075,0.0101337330441437,MC,9
2,upper,-0.00694521324761297,0.0115900754670411,0.017266806617476,MC,9
3,lower,-0.0126849140333829,0.0134947560853589,0.00454131735854143,MC,9
3,mean,-0.00401663450990704,0.0203080453209138,0.0120608353663905,MC,9
3,upper,0.00486157365330696,0.027644761777227,0.0201250991507597,MC,9
4,lower,-0.00155123812338002,0.0232023794692332,0.0102853039800547,MC,9
4,mean,0.00746389011980334,0.0307492568469825,0.0185562862840448,MC,9
4,upper,0.0166981612250406,0.0385536208889139,0.0271557597951685,MC,9
5,lower,0.0118922499390565,0.0349823635737879,0.0182938863895718,MC,9
5,mean,0.0225284560651535,0.0439292005824096,0.0273648935957062,MC,9
5,upper,0.0325682527945487,0.0526104403171461,0.0363821141006818,MC,9
6,lower,0.024682507476527,0.0434276669247024,0.0237044234937187,MC,9
6,mean,0.0356250744480879,0.0532017516571941,0.0337662547123907,MC,9
6,upper,0.0459414512727972,0.0621780622096384,0.0430327854133216,MC,9
