Horizon,type,MAE_ss,RMSE_ss,pb_ss,Model,Zone
1,lower,-0.00367538299032004,0.024534781690924,-0.160596732709603,VAR,9
1,mean,0.00780283377535388,0.0338992012714094,-0.145980659477142,VAR,9
1,upper,0.0189805475146747,0.0433531759235039,-0.132609634221838,VAR,9
2,lower,0.0195546615468154,0.0473598661461765,0.0133088150602587,VAR,9
2,mean,0.032989172816609,0.0584884078308147,0.0245352530418774,VAR,9
2,upper,0.0458466287357556,0.0703601422667842,0.0357349231717031,VAR,9
3,lower,0.0480663597665769,0.0719815437867173,0.0670856875254815,VAR,9
3,mean,0.0629232659331026,0.0841803672989718,0.0785540194221269,VAR,9
3,upper,0.0770615731922888,0.0966803949983426,0.0903653936712397,VAR,9
4,lower,0.0797394573393152,0.0938597891938012,0.0977423290720754,VAR,9
4,mean,0.0940331875244917,0.106366695725543,0.109150954216568,VAR,9
4,upper,0.107993903247435,0.118454367608082,0.121376945139644,VAR,9
5,lower,0.103044358543331,0.107326114424968,0.112265530465241,VAR,9
5,mean,0.117670727985477,0.120978932505315,0.125849863735341,VAR,9
5,upper,0.13202200901819,0.133325323661139,0.138133667939151,VAR,9
6,lower,0.118655003581643,0.117663211301546,0.119816852738373,VAR,9
6,mean,0.132757566847509,0.130702046708116,0.133051709457917,VAR,9
6,upper,0.147808834539086,0.144132040439839,0.146457572436761,VAR,9
