Horizon,type,MAE_ss,RMSE_ss,pb_ss,Model,Zone
1,lower,0.00977998949351177,0.0259030384053579,-0.128291661805742,VAR,7
1,mean,0.0192067325732616,0.0348682929276611,-0.114954714819431,VAR,7
1,upper,0.0282417714959603,0.0436878673963865,-0.101583444790852,VAR,7
2,lower,0.0182695881042754,0.0381386068104621,0.0114231041256241,VAR,7
2,mean,0.0287013320232193,0.0470767530643309,0.0208936140859511,VAR,7
2,upper,0.0396863511627974,0.0568713110226312,0.0314194879424723,VAR,7
3,lower,0.026100922363681,0.0478954027407677,0.043064760119647,VAR,7
3,mean,0.0380495833851141,0.058212122328004,0.0524348731116411,VAR,7
3,upper,0.0488106381264149,0.0678414935553153,0.0623492515413043,VAR,7
4,lower,0.0368327700879457,0.0576638586438943,0.0562053294432241,VAR,7
4,mean,0.0492032084961216,0.0682079786690534,0.0670608848394524,VAR,7
4,upper,0.0613074801058609,0.0779735855345921,0.07759413467351,VAR,7
5,lower,0.0430028748603917,0.065417771084622,0.0602235224843258,VAR,7
5,mean,0.0559361768764659,0.0766962510229791,0.0715743223011903,VAR,7
5,upper,0.0688875293069733,0.0871049130099925,0.0829007869099445,VAR,7
6,lower,0.0540457949148537,0.0744440485877387,0.0639339073710053,VAR,7
6,mean,0.0678156668820576,0.0856747222058075,0.0764895047773518,VAR,7
6,upper,0.0809157798968869,0.0973851917258385,0.08854663399104,VAR,7
