Horizon,type,MAE_ss,RMSE_ss,pb_ss,Model,Zone
1,lower,-0.0307336418448237,-0.0196569259856171,0.0119578814616944,MC,1
1,mean,-0.022453351492633,-0.0126574829191351,0.0194222069355003,MC,1
1,upper,-0.0153108675069744,-0.00571696331404543,0.0266490851841147,MC,1
2,lower,-0.0139860935081404,-0.00775290666242438,0.0136986035573937,MC,1
2,mean,-0.00571411408379712,-0.000829627173653137,0.021245133711827,MC,1
2,upper,0.00247743997585933,0.00578534541141495,0.0287893153529705,MC,1
3,lower,-0.00595870896526996,0.00115372405927058,0.0160862553270387,MC,1
3,mean,0.0026896718672376,0.00866162675206603,0.0236210223723548,MC,1
3,upper,0.0116378735802174,0.0164309668780932,0.0313887466772232,MC,1
4,lower,0.000269066526874362,0.00844188584261477,0.0180615281027489,MC,1
4,mean,0.0101569576413029,0.0164458398370754,0.0270582815210857,MC,1
4,upper,0.0196113603609783,0.0251626478804792,0.0351186537342957,MC,1
5,lower,0.0107619061427902,0.016301310675875,0.024215425286792,MC,1
5,mean,0.0208436254526801,0.0251512863082108,0.0333847306135416,MC,1
5,upper,0.031849769631983,0.0341978180065517,0.0426303164784401,MC,1
6,lower,0.0223963132331102,0.0261280324309967,0.0303035004127956,MC,1
6,mean,0.0328219033108701,0.0355246993217946,0.0393092130609019,MC,1
6,upper,0.0432763221709475,0.0448064112226363,0.0485020674517232,MC,1
