Horizon,type,MAE_ss,RMSE_ss,pb_ss,Model,Zone
1,lower,-0.3393684764573,-0.35478191198747,-0.294247827466143,EMD,10
1,mean,-0.312207388371638,-0.323608580131284,-0.268805338043124,EMD,10
1,upper,-0.284541713451927,-0.293495255349887,-0.24447610861516,EMD,10
2,lower,-0.299612092526278,-0.271225384115467,-0.235619328827817,EMD,10
2,mean,-0.276819278497415,-0.251374116219569,-0.216871637430908,EMD,10
2,upper,-0.2564677658517,-0.230838176142093,-0.198695119414923,EMD,10
3,lower,-0.294835874435911,-0.262400820994046,-0.234490203294605,EMD,10
3,mean,-0.274916105779463,-0.243702430219808,-0.215836577202041,EMD,10
3,upper,-0.254113538375731,-0.225138937806726,-0.196727671049871,EMD,10
4,lower,-0.275425545461387,-0.240259288415459,-0.22186449551327,EMD,10
4,mean,-0.254783535125291,-0.223161601065588,-0.204764434215324,EMD,10
4,upper,-0.23611111372045,-0.206347311950211,-0.188851991979844,EMD,10
5,lower,-0.249038168456521,-0.221399918477839,-0.208512863375693,EMD,10
5,mean,-0.229072421878961,-0.204823685073109,-0.190437192288269,EMD,10
5,upper,-0.208304254196922,-0.187503894792318,-0.172390102819783,EMD,10
6,lower,-0.23348809670221,-0.20432712275516,-0.193749865674551,EMD,10
6,mean,-0.214182301825093,-0.188450808276224,-0.176095301648792,EMD,10
6,upper,-0.193649518924802,-0.171604213358838,-0.158180773914105,EMD,10
