model,IMF 1,IMF 2,IMF 3,IMF 4,IMF 5,IMF 6,IMF 7,IMF 8,IMF 9,Residual 10,Residual 3,Residual 4,Residual 5,Residual 6,Residual 7,Residual 8,Residual 9,type
arma,0.391897127,0.116478369,0.166975248,0.224753812,0.199934522,0.269271796,0.246687644,0.125804705,0.047257015,0.096283677,0.477820151,0.442809363,0.389102309,0.272270755,0.240052666,0.151553241,0.111505184,MAE
anfis,1.181296299,0.256511951,0.449642835,0.388297651,0.289858332,0.277227938,0.174278935,0.147331238,0.067938483,0.146531457,0.794343237,0.661644718,0.49430575,0.374756977,0.236283511,0.223291821,0.163067415,MAE
arma_d=1,0.411171518,0.113532812,0.156332782,0.231347827,0.200641069,0.136041282,0.101737176,0.08752869,0.046347283,0.096308652,0.478889751,0.444772316,0.389185541,0.272274428,0.199872445,0.150859429,0.110572446,MAE
arma_d=2,0.385837372,0.116195279,0.175959732,0.238936088,0.201876299,0.136074851,0.103136037,0.087159186,0.047257015,0.096283677,0.499530608,0.446262867,0.389563979,0.272277159,0.197233289,0.151862569,0.111505184,MAE
arma,0.039059248,0.008733075,0.015775115,0.033956753,0.01581477,0.065417702,0.042609337,0.024840691,0.004941076,0.009904459,0.041058142,0.042857362,0.028675408,0.017948367,0.020143394,0.008565628,0.008185044,SE
anfis,0.099614621,0.038133074,0.038449112,0.033736244,0.01957889,0.018919726,0.017729283,0.014676833,0.009649644,0.012732333,0.042111543,0.026747461,0.025549264,0.024048493,0.025412562,0.012705764,0.017273701,SE
arma_d=1,0.036886811,0.008324978,0.015375565,0.038316634,0.016802203,0.008129988,0.009068728,0.011391169,0.00539797,0.009349576,0.04328718,0.045329005,0.029536331,0.018600464,0.015916492,0.008195298,0.007411901,SE
arma_d=2,0.04200377,0.00775937,0.015916982,0.039243398,0.017074599,0.008339234,0.009377406,0.012264351,0.005546789,0.010087058,0.045442204,0.04308261,0.030500466,0.018634701,0.013884246,0.009089515,0.008398559,SE
opt_model,arma,arma1,arma1,arma,arma,arma1,arma1,arma1,arma1,arma,arma,arma,arma,arma,arma1,arma1,arma,NA
