Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.05,0.046965574352301,All,,0.0518159233408257,0.0426446232106944,-0.00303442564769905,0.00181592334082574,-0.00735537678930558,Persistence
0.1,0.0745297527505028,All,,0.0802141251626641,0.0684904767538152,-0.0254702472494972,-0.0197858748373359,-0.0315095232461848,Persistence
0.15,0.10469655743523,All,,0.111271146338578,0.0980657754643322,-0.0453034425647699,-0.038728853661422,-0.0519342245356678,Persistence
0.2,0.135691470483852,All,,0.14361765053827,0.129004495445404,-0.0643085295161481,-0.0563823494617296,-0.070995504554596,Persistence
0.25,0.171181828936472,All,,0.180116526676919,0.162427540518159,-0.0788181710635277,-0.0698834733230806,-0.0875724594818408,Persistence
0.3,0.210931030403407,All,,0.21968531882172,0.202283213060452,-0.0890689695965929,-0.0803146811782799,-0.0977167869395481,Persistence
0.35,0.255293978469183,All,,0.26422867620963,0.246533774991127,-0.0947060215308174,-0.0857713237903702,-0.103466225008873,Persistence
0.4,0.314917780669585,All,,0.323914586537324,0.304800070980717,-0.0850822193304153,-0.076085413462676,-0.0951999290192831,Persistence
0.45,0.390985448953034,All,,0.402877676564533,0.38056902874719,-0.0590145510469656,-0.0471223234354667,-0.0694309712528097,Persistence
0.5,0.482668874955637,All,,0.493508221933042,0.472962261918845,-0.017331125044363,-0.0064917780669585,-0.0270377380811546,Persistence
0.55,0.628534248195907,All,,0.638950668401751,0.618236129184905,0.0785342481959067,0.0889506684017508,0.0682361291849047,Persistence
0.6,0.693599905359044,All,,0.703300603336094,0.683718798059861,0.0935999053590442,0.103300603336094,0.0837187980598605,Persistence
0.65,0.75286880397492,All,,0.761330296935999,0.743168105997871,0.10286880397492,0.111330296935999,0.0931681059978705,Persistence
0.7,0.800780787885958,All,,0.809304388974329,0.792736306636697,0.100780787885958,0.109304388974329,0.0927363066366971,Persistence
0.75,0.838282266650893,All,,0.84656926534958,0.830530580858867,0.0882822666508932,0.09656926534958,0.0805305808588667,Persistence
0.8,0.871643203596356,All,,0.87874127528688,0.864781734295517,0.0716432035963562,0.0787412752868804,0.0647817342955164,Persistence
0.85,0.899798887968769,All,,0.906012658227848,0.892813202413344,0.0497988879687685,0.0560126582278481,0.0428132024133444,Persistence
