Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.05,0.0498143934858101,All,,0.0546042390132918,0.0449616812357801,-0.000185606514189918,0.00460423901329182,-0.00503831876421985,Persistence
0.1,0.0847802658364268,All,,0.0901119626392049,0.0790324512034487,-0.0152197341635732,-0.00988803736079513,-0.0209675487965513,Persistence
0.15,0.119506645910669,All,,0.126463896539337,0.11220213148126,-0.0304933540893306,-0.0235361034606634,-0.0377978685187403,Persistence
0.2,0.154951502814034,All,,0.163453478625314,0.147168003831876,-0.0450484971859658,-0.0365465213746857,-0.0528319961681236,Persistence
0.25,0.19602442821219,All,,0.20452640402347,0.187642198539097,-0.0539755717878099,-0.0454735959765298,-0.0623578014609029,Persistence
0.3,0.238534307268591,All,,0.248125972937373,0.229610226320201,-0.0614656927314094,-0.0518740270626272,-0.0703897736797988,Persistence
0.35,0.286552508681595,All,,0.295476589629984,0.277571548317567,-0.0634474913184049,-0.0545234103700155,-0.0724284516824332,Persistence
0.4,0.33900131720752,All,,0.348820500538858,0.329239013291821,-0.0609986827924799,-0.0511794994611424,-0.0707609867081787,Persistence
0.45,0.407496108250509,All,,0.417435037720034,0.397853550472997,-0.0425038917494911,-0.0325649622799665,-0.0521464495270028,Persistence
0.5,0.498503173272662,All,,0.509645551430966,0.487959525805293,-0.00149682672733803,0.00964555143096635,-0.0120404741947072,Persistence
0.55,0.61968626511795,All,,0.630406538139145,0.609268351095677,0.06968626511795,0.080406538139145,0.0592683510956771,Persistence
0.6,0.681834510837026,All,,0.692851155550233,0.671775835229314,0.0818345108370255,0.0928511555502335,0.0717758352293139,Persistence
0.65,0.734403065501138,All,,0.743806131002275,0.7254161178302,0.0844030655011375,0.0938061310022752,0.0754161178301999,Persistence
0.7,0.775715483175668,All,,0.785477787091366,0.767572745778949,0.0757154831756677,0.0854777870913663,0.0675727457789487,Persistence
0.75,0.814632978086457,All,,0.822542210513711,0.805583163692971,0.0646329780864567,0.072542210513711,0.0555831636929709,Persistence
0.8,0.849479104298886,All,,0.857142857142857,0.841210633457071,0.0494791042988864,0.0571428571428571,0.041210633457071,Persistence
0.85,0.88252903843851,All,,0.889719794036642,0.876951862052449,0.0325290384385104,0.0397197940366423,0.0269518620524488,Persistence
0.9,0.911747096156149,All,,0.917734403065501,0.905753801939887,0.011747096156149,0.0177344030655011,0.00575380193988739,Persistence
0.95,0.943360076637528,All,,0.94773380433481,0.938267872111124,-0.00663992336247155,-0.00226619566518971,-0.0117321278888756,Persistence
0.05,0.138306789606035,All,,0.145434678481619,0.131059154592264,0.0883067896060352,0.0954346784816189,0.0810591545922644,VAR
0.1,0.170398754640163,All,,0.177885881930308,0.162968506765657,0.0703987546401628,0.0778858819303077,0.0629685067656568,VAR
0.15,0.2033289426416,All,,0.212070410729254,0.195003592384146,0.0533289426415998,0.062070410729254,0.0450035923841456,VAR
