Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.05,0.0525554484088718,All,,0.057681412729026,0.0475500241080039,0.00255544840887174,0.00768141272902603,-0.00244997589199614,Persistence
0.1,0.0830520732883317,All,,0.0891423577627772,0.0768985053037609,-0.0169479267116683,-0.0108576422372228,-0.0231014946962392,Persistence
0.15,0.115838958534233,All,,0.122417430086789,0.109628134040501,-0.0341610414657666,-0.0275825699132112,-0.0403718659594985,Persistence
0.2,0.14946962391514,All,,0.157368008678881,0.143258799421408,-0.0505303760848602,-0.0426319913211186,-0.0567412005785921,Persistence
0.25,0.18430568948891,All,,0.191842454194793,0.175081364513018,-0.0656943105110897,-0.0581575458052073,-0.0749186354869817,Persistence
0.3,0.22119093539055,All,,0.229996383799421,0.212632594021215,-0.0788090646094503,-0.0700036162005786,-0.0873674059787849,Persistence
0.35,0.262656702025072,All,,0.271576663452266,0.25343237704918,-0.0873432979749277,-0.0784233365477338,-0.0965676229508197,Persistence
0.4,0.310752169720347,All,,0.320401398264224,0.299903567984571,-0.0892478302796529,-0.0795986017357763,-0.100096432015429,Persistence
0.45,0.37632594021215,All,,0.387421648987464,0.36595949855352,-0.0736740597878496,-0.0625783510125362,-0.0840405014464802,Persistence
0.5,0.49095949855352,All,,0.501871383799421,0.480041586306654,-0.00904050144648022,0.00187138379942142,-0.0199584136933462,Persistence
0.55,0.645973963355834,All,,0.657368008678881,0.635785318225651,0.0959739633558341,0.107368008678881,0.0857853182256509,Persistence
0.6,0.70443587270974,All,,0.715411041465767,0.69490718418515,0.10443587270974,0.115411041465767,0.0949071841851495,Persistence
0.65,0.748915139826422,All,,0.758018924783028,0.740293514946963,0.0989151398264223,0.108018924783028,0.0902935149469625,Persistence
0.7,0.787729026036644,All,,0.795690694310511,0.778745781099325,0.0877290260366442,0.0956906943105111,0.078745781099325,Persistence
0.75,0.826181292189007,All,,0.834079676952748,0.817496383799421,0.0761812921890067,0.0840796769527483,0.0674963837994215,Persistence
0.8,0.854026036644166,All,,0.861683341369335,0.846425988428158,0.0540260366441658,0.0616833413693345,0.0464259884281582,Persistence
0.85,0.881750241080039,All,,0.888081605593057,0.874575096432015,0.0317502410800385,0.038081605593057,0.0245750964320154,Persistence
0.9,0.908269045323047,All,,0.914296046287367,0.902724204435873,0.00826904532304718,0.0142960462873674,0.00272420443587273,Persistence
0.95,0.939488910318226,All,,0.944132714561234,0.934787849566056,-0.0105110896817743,-0.00586728543876558,-0.015212150433944,Persistence
