Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.2,0.11427193828351,All,,0.121504339440694,0.107395130183221,-0.0857280617164899,-0.0784956605593057,-0.0926048698167792,VAR
0.25,0.15718418514947,All,,0.164479869816779,0.14988850048216,-0.0928158148505304,-0.0855201301832208,-0.10011149951784,VAR
0.3,0.212029893924783,All,,0.221070395371263,0.203287729026037,-0.087970106075217,-0.0789296046287367,-0.0967122709739633,VAR
0.35,0.276518804243009,All,,0.286770732883317,0.26717393924783,-0.0734811957569913,-0.0632292671166828,-0.0828260607521697,VAR
0.4,0.35053037608486,All,,0.360357401157184,0.339910800385728,-0.0494696239151399,-0.0396425988428158,-0.0600891996142719,VAR
0.45,0.424300867888139,All,,0.43430568948891,0.413807859209258,-0.0256991321118611,-0.0156943105110897,-0.0361921407907425,VAR
0.5,0.497348119575699,All,,0.508018924783028,0.486556774349084,-0.00265188042430087,0.00801892478302801,-0.0134432256509161,VAR
0.55,0.570274831243973,All,,0.581307256509161,0.559781822565092,0.020274831243973,0.031307256509161,0.00978182256509164,VAR
0.6,0.640670202507232,All,,0.650554484088717,0.630228423336548,0.0406702025072324,0.0505544840887174,0.0302284233365477,VAR
0.65,0.705520732883317,All,,0.71480231436837,0.69545262777242,0.0555207328833173,0.0648023143683703,0.0454526277724204,VAR
0.7,0.767960462873674,All,,0.776347034715526,0.758317261330762,0.0679604628736741,0.0763470347155256,0.0583172613307619,VAR
0.75,0.821841851494696,All,,0.830406219864995,0.813639103182257,0.0718418514946962,0.0804062198649952,0.0636391031822565,VAR
0.8,0.869575699132112,All,,0.877233003857281,0.862704918032787,0.0695756991321118,0.0772330038572806,0.0627049180327869,VAR
0.85,0.909594985535198,All,,0.914962029893925,0.902965284474445,0.0595949855351977,0.0649620298939247,0.0529652844744455,VAR
0.9,0.941297010607522,All,,0.946181894889103,0.936291586306654,0.0412970106075217,0.0461818948891032,0.0362915863066537,VAR
0.95,0.967695274831244,All,,0.971495298939248,0.963958534233366,0.017695274831244,0.0214952989392478,0.0139585342333656,VAR
0.05,0.031702025072324,All,,0.0355593056894889,0.0277814609450338,-0.018297974927676,-0.0144406943105111,-0.0222185390549663,MC
0.1,0.0677434908389585,All,,0.0732943587270974,0.0621353664416586,-0.0322565091610415,-0.0267056412729026,-0.0378646335583414,MC
0.15,0.106316297010608,All,,0.112463837994214,0.0989000723240116,-0.0436837029893925,-0.0375361620057859,-0.0510999276759884,MC
0.2,0.149108003857281,All,,0.156042068466731,0.141875602700096,-0.0508919961427194,-0.0439579315332691,-0.0581243972999036,MC
0.25,0.193828351012536,All,,0.202507232401157,0.186469382835101,-0.0561716489874639,-0.0474927675988428,-0.0635306171648988,MC
0.3,0.240477338476374,All,,0.249638379942141,0.230466489874638,-0.0595226615236259,-0.0503616200578592,-0.0695335101253616,MC
0.35,0.284836065573771,All,,0.294003134040501,0.276030617164899,-0.0651639344262295,-0.0559968659594985,-0.0739693828351012,MC
0.4,0.333413693346191,All,,0.343132232401157,0.323707208293153,-0.0665863066538091,-0.0568677675988428,-0.0762927917068467,MC
0.45,0.377049180327869,All,,0.386273505303761,0.366803278688525,-0.0729508196721312,-0.0637264946962392,-0.0831967213114754,MC
0.5,0.419720347155256,All,,0.430207328833173,0.408751205400193,-0.0802796528447445,-0.0697926711668274,-0.0912487945998071,MC
0.55,0.462873674059788,All,,0.47342393924783,0.451295805207329,-0.0871263259402122,-0.0765760607521698,-0.0987041947926712,MC
0.6,0.540380906460945,All,,0.551229508196721,0.530192261330762,-0.0596190935390549,-0.0487704918032786,-0.0698077386692381,MC
0.65,0.60824493731919,All,,0.618674662487946,0.597453592092575,-0.0417550626808101,-0.031325337512054,-0.0525464079074253,MC
0.7,0.659594985535198,All,,0.669599807135969,0.648017116682739,-0.0404050144648023,-0.0304001928640308,-0.0519828833172613,MC
0.75,0.706002892960463,All,,0.716025795564127,0.696296407907425,-0.0439971070395371,-0.0339742044358726,-0.0537035920925748,MC
0.8,0.758558341369335,All,,0.767839922854388,0.7494425024108,-0.0414416586306654,-0.0321600771456124,-0.0505574975891997,MC
0.85,0.816176470588235,All,,0.824252651880424,0.808341369334619,-0.0338235294117647,-0.0257473481195757,-0.0416586306653809,MC
0.9,0.871383799421408,All,,0.879161644165863,0.864995178399229,-0.0286162005785922,-0.0208383558341371,-0.0350048216007715,MC
0.95,0.925988428158148,All,,0.931418756027001,0.921160800385728,-0.0240115718418514,-0.018581243972999,-0.0288391996142718,MC
0.05,0.0741321118611379,All,,0.0793786162005786,0.0684034474445516,0.0241321118611379,0.0293786162005786,0.0184034474445516,EMD
0.1,0.128736740597879,All,,0.135911885245902,0.121504339440694,0.0287367405978785,0.0359118852459016,0.0215043394406943,EMD
0.15,0.177555448408872,All,,0.185523143683703,0.169720347155256,0.0275554484088718,0.035523143683703,0.0197203471552556,EMD
0.2,0.232521697203472,All,,0.242107642237223,0.222751928640309,0.0325216972034715,0.0421076422372227,0.0227519286403086,EMD
0.25,0.287729026036644,All,,0.297194431051109,0.277477097396336,0.0377290260366442,0.047194431051109,0.0274770973963356,EMD
0.3,0.347034715525554,All,,0.357223360655738,0.337144406943105,0.0470347155255545,0.0572233606557377,0.0371444069431051,EMD
0.35,0.409353905496625,All,,0.420582208293153,0.398987463837994,0.0593539054966249,0.0705822082931533,0.0489874638379942,EMD
0.4,0.47119093539055,All,,0.481925024108004,0.460945033751205,0.0711909353905497,0.0819250241080038,0.0609450337512054,EMD
0.45,0.536885245901639,All,,0.546528447444552,0.526627290260367,0.0868852459016393,0.0965284474445516,0.0766272902603665,EMD
0.5,0.595226615236259,All,,0.605840163934426,0.58455581002893,0.0952266152362584,0.105840163934426,0.0845558100289295,EMD
0.55,0.643683702989392,All,,0.654354508196721,0.632346914175506,0.0936837029893924,0.104354508196721,0.0823469141755062,EMD
0.6,0.686113789778206,All,,0.695832328833173,0.676160197685632,0.0861137897782064,0.0958323288331725,0.0761601976856317,EMD
0.65,0.729387656702025,All,,0.739036885245902,0.720100048216008,0.0793876567020251,0.0890368852459016,0.0701000482160077,EMD
0.7,0.765308582449373,All,,0.774171287367406,0.755957690453231,0.0653085824493732,0.0741712873674061,0.0559576904532306,EMD
0.75,0.804604628736741,All,,0.813645130183221,0.79543756027001,0.0546046287367406,0.0636451301832208,0.0454375602700097,EMD
0.8,0.84016393442623,All,,0.848544479267117,0.832265549662488,0.0401639344262295,0.0485444792671166,0.032265549662488,EMD
0.85,0.871383799421408,All,,0.879643804243009,0.864392478302797,0.0213837994214079,0.0296438042430086,0.0143924783027966,EMD
0.9,0.901639344262295,All,,0.907729628736741,0.895066899710704,0.00163934426229506,0.00772962873674066,-0.00493310028929617,EMD
0.95,0.934064609450338,All,,0.939488910318226,0.928938645130183,-0.0159353905496624,-0.0105110896817743,-0.0210613548698166,EMD
