Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.2,0.264963416096917,All,,0.275467794170565,0.25512174643157,0.0649634160969174,0.075467794170565,0.0551217464315701,VAR
0.25,0.306944944224541,All,,0.317083483267362,0.296446563512055,0.0569449442245412,0.0670834832673624,0.0464465635120547,VAR
0.3,0.345088161209068,All,,0.356066330814442,0.334829674943025,0.045088161209068,0.0560663308144417,0.0348296749430251,VAR
0.35,0.383351325416817,All,,0.394455439606573,0.373932469713326,0.0333513254168166,0.0444554396065731,0.0239324697133262,VAR
0.4,0.423653592419335,All,,0.43391807604654,0.414297709008036,0.0236535924193355,0.0339180760465395,0.0142977090080365,VAR
0.45,0.466954540002399,All,,0.47703610411419,0.457055895406021,0.0169545400023989,0.0270361041141897,0.00705589540602136,VAR
0.5,0.510135540362241,All,,0.522313182199832,0.498197792971093,0.0101355403622406,0.022313182199832,-0.00180220702890727,VAR
0.55,0.548998440686098,All,,0.559559793690776,0.538317140458199,-0.00100155931390189,0.00955979369077598,-0.0116828595418016,VAR
0.6,0.597816960537364,All,,0.606944944224541,0.588335132541682,-0.00218303946263643,0.00694494422454117,-0.0116648674583183,VAR
0.65,0.639798488664988,All,,0.649937027707809,0.629003238575027,-0.0102015113350126,-6.29722921914322e-05,-0.0209967614249731,VAR
0.7,0.679620966774619,All,,0.689999400263884,0.669722322178242,-0.0203790332253808,-0.0100005997361161,-0.0302776778217584,VAR
0.75,0.724241333813122,All,,0.734499820079165,0.714696533525249,-0.0257586661868777,-0.0155001799208349,-0.0353034664747511,VAR
0.8,0.772220223101835,All,,0.781639078805326,0.762984286913758,-0.0277797768981648,-0.0183609211946744,-0.0370157130862421,VAR
0.85,0.818639798488665,All,,0.826619287513494,0.811020151133501,-0.031360201511335,-0.0233807124865059,-0.0389798488664987,VAR
0.9,0.866378793330934,All,,0.873410699292311,0.859118987645436,-0.0336212066690657,-0.0265893007076886,-0.040881012354564,VAR
0.95,0.917956099316301,All,,0.923662588461077,0.911535924193355,-0.0320439006836991,-0.0263374115389229,-0.038464075806645,VAR
0.05,0.0229099196353604,All,,0.0262684418855704,0.0198482667626244,-0.0270900803646396,-0.0237315581144297,-0.0301517332373756,MC
0.1,0.0540961976730239,All,,0.0590770061173084,0.0489954420055176,-0.0459038023269761,-0.0409229938826916,-0.0510045579944824,MC
0.15,0.0930790452201032,All,,0.0990824037423534,0.087378553436488,-0.0569209547798968,-0.0509175962576466,-0.062621446563512,MC
0.2,0.140218303946264,All,,0.148197792971093,0.132901523329735,-0.0597816960537364,-0.0518022070289073,-0.0670984766702651,MC
0.25,0.184598776538323,All,,0.193189996401583,0.176019551397385,-0.0654012234616769,-0.0568100035984167,-0.0739804486026149,MC
0.3,0.23353724361281,All,,0.24157370756867,0.22478109631762,-0.0664627563871896,-0.0584262924313302,-0.0752189036823797,MC
0.35,0.295310063572028,All,,0.305328655391628,0.286433969053616,-0.0546899364279717,-0.0446713446083723,-0.0635660309463836,MC
0.4,0.362960297469114,All,,0.374058414297709,0.352165047379153,-0.0370397025308865,-0.025941585702291,-0.0478349526208469,MC
0.45,0.41921554516013,All,,0.429593978649394,0.407277797768982,-0.0307844548398705,-0.0204060213506058,-0.0427222022310184,MC
0.5,0.481228259565791,All,,0.490887009715725,0.470792851145496,-0.0187717404342089,-0.00911299028427493,-0.029207148854504,MC
0.55,0.531006357202831,All,,0.542167446323618,0.521701451361401,-0.0189936427971693,-0.00783255367638247,-0.028298548638599,MC
0.6,0.581144296509536,All,,0.591705649514214,0.571416576706249,-0.0188557034904642,-0.0082943504857862,-0.0285834232937507,MC
0.65,0.632721602494902,All,,0.643579824877054,0.62323977449922,-0.0172783975050977,-0.0064201751229459,-0.0267602255007797,MC
0.7,0.683459277917716,All,,0.694026628283555,0.673497661029147,-0.0165407220822837,-0.00597337171644474,-0.0265023389708527,MC
0.75,0.733717164447643,All,,0.743136020151133,0.724961017152453,-0.016282835552357,-0.00686397984886655,-0.0250389828475471,MC
0.8,0.781096317620247,All,,0.789972412138659,0.7733507256807,-0.0189036823797529,-0.0100275878613411,-0.0266492743192996,MC
0.85,0.832193834712727,All,,0.83981348206789,0.824694134580785,-0.0178061652872735,-0.0101865179321098,-0.0253058654192154,MC
0.9,0.883891087921315,All,,0.890608132421735,0.87753388509056,-0.0161089120786854,-0.0093918675782656,-0.0224661149094398,MC
0.95,0.936667866138899,All,,0.941825596737436,0.931567110471393,-0.0133321338611011,-0.00817440326256447,-0.0184328895286073,MC
0.05,0.0770061173083843,All,,0.0822837951301427,0.070825836631882,0.0270061173083843,0.0322837951301427,0.020825836631882,EMD
0.1,0.131702051097517,All,,0.13854504018232,0.124865059373876,0.0317020510975171,0.0385450401823198,0.0248650593738755,EMD
0.15,0.195394026628284,All,,0.204276118507857,0.186517932109872,0.0453940266282836,0.0542761185078566,0.0365179321098717,EMD
0.2,0.252848746551517,All,,0.261844788293151,0.243486865779057,0.0528487465515173,0.061844788293151,0.0434868657790572,EMD
0.25,0.317020510975171,All,,0.327108072448123,0.307646635480389,0.0670205109751709,0.0771080724481228,0.0576466354803886,EMD
0.3,0.377473911478949,All,,0.387429531006357,0.366495741873576,0.0774739114789493,0.0874295310063572,0.0664957418735756,EMD
0.35,0.443085042581264,All,,0.453310543360921,0.432169845268082,0.0930850425812643,0.103310543360921,0.0821698452680821,EMD
0.4,0.503418495861821,All,,0.514888449082404,0.492440326256447,0.103418495861821,0.114888449082404,0.0924403262564472,EMD
0.45,0.560393426892167,All,,0.570966774619168,0.549718124025429,0.110393426892167,0.120966774619168,0.0997181240254288,EMD
0.5,0.618807724601176,All,,0.628763344128583,0.608669185558354,0.118807724601176,0.128763344128583,0.108669185558354,EMD
0.55,0.669665347247211,All,,0.680043780736476,0.660057574667146,0.119665347247211,0.130043780736476,0.110057574667146,EMD
0.6,0.716204869857263,All,,0.724001439366679,0.706546119707329,0.116204869857263,0.124001439366679,0.106546119707329,EMD
0.65,0.760105553556435,All,,0.768450881612091,0.750926592299388,0.110105553556435,0.118450881612091,0.100926592299388,EMD
0.7,0.797169245531966,All,,0.805805445603934,0.789189756507137,0.0971692455319659,0.105805445603934,0.0891897565071369,EMD
0.75,0.832913518052057,All,,0.841195873815521,0.824814081804006,0.082913518052057,0.0911958738155212,0.0748140818040062,EMD
0.8,0.870576946143697,All,,0.877716804605973,0.863419095597937,0.0705769461436967,0.0777168046059733,0.0634190955979368,EMD
0.85,0.903562432529687,All,,0.909502818759746,0.897205229698933,0.053562432529687,0.0595028187597458,0.0472052296989325,EMD
0.9,0.937267602255008,All,,0.942488305145736,0.93204689936428,0.0372676022550078,0.0424883051457358,0.0320468993642796,EMD
0.95,0.96497541081924,All,,0.968573827515893,0.961194074607173,0.0149754108192396,0.0185738275158931,0.0111940746071729,EMD
