Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.05,0.0500415036167438,All,,0.0544290288153682,0.0453545594687537,4.15036167437446e-05,0.00442902881536819,-0.0046454405312463,Persistence
0.1,0.0812285070556148,All,,0.0868018498754892,0.0760109095221155,-0.0187714929443852,-0.0131981501245109,-0.0239890904778845,Persistence
0.15,0.116210126882485,All,,0.12267579746235,0.109151547491996,-0.0337898731175145,-0.0273242025376497,-0.0408484525080043,Persistence
0.2,0.148938693228981,All,,0.156234436143721,0.142410767224001,-0.0510613067710186,-0.043765563856279,-0.0575892327759991,Persistence
0.25,0.185343294201352,All,,0.193587691213091,0.177336060713862,-0.0646567057986482,-0.0564123087869086,-0.0726639392861378,Persistence
0.3,0.228032728566347,All,,0.237231708763192,0.219251749080991,-0.0719672714336535,-0.0627682912368078,-0.0807482509190086,Persistence
0.35,0.27831139570734,All,,0.286967864342464,0.268587691213091,-0.0716886042926598,-0.0630321356575359,-0.0814123087869085,Persistence
0.4,0.334044823906083,All,,0.344186529111823,0.322835882841219,-0.0659551760939168,-0.0558134708881774,-0.077164117158781,Persistence
0.45,0.404838135894699,All,,0.414923514763429,0.394103521878335,-0.0451618641053006,-0.0350764852365706,-0.0558964781216649,Persistence
0.5,0.490809913435314,All,,0.500420965255544,0.480611881892565,-0.00919008656468634,0.000420965255543693,-0.0193881181074351,Persistence
0.55,0.615320763666548,All,,0.625993122257797,0.606071386220799,0.065320763666548,0.0759931222577968,0.0560713862207992,Persistence
0.6,0.684453930985414,All,,0.693172655045654,0.674836950077078,0.0844539309854144,0.093172655045654,0.0748369500770781,Persistence
0.65,0.738052887465908,All,,0.747183683149532,0.729040673544409,0.0880528874659077,0.0971836831495316,0.0790406735444088,Persistence
0.7,0.783351120597652,All,,0.792069844657892,0.774982212735681,0.0833511205976522,0.0920698446578917,0.0749822127356813,Persistence
0.75,0.822364520336772,All,,0.831083244397012,0.813939286137792,0.0723645203367722,0.0810832443970118,0.0639392861377921,Persistence
0.8,0.857108976639393,All,,0.864461045891142,0.849338906676153,0.0571089766393929,0.0644610458911419,0.0493389066761532,Persistence
0.85,0.890549033558639,All,,0.897314123087869,0.883546780505158,0.0405490335586387,0.0473141230878691,0.0335467805051584,Persistence
0.9,0.91889007470651,All,,0.92476283647575,0.912723823076011,0.0188900747065102,0.0247628364757501,0.0127238230760109,Persistence
0.95,0.945689552946757,All,,0.950432823431756,0.940709118937507,-0.00431044705324313,0.000432823431756213,-0.00929088106249254,Persistence
0.05,0.133167318866358,All,,0.140344480018973,0.126402229337128,0.0831673188663584,0.0903444800189731,0.076402229337128,VAR
0.1,0.15818807067473,All,,0.166076722400095,0.150361674374481,0.0581880706747302,0.0660767224000949,0.0503616743744812,VAR
0.15,0.189137910589351,All,,0.196552235266216,0.180481441954227,0.0391379105893514,0.0465522352662161,0.0304814419542274,VAR
0.2,0.222340803984347,All,,0.231652436855212,0.213497569073876,0.0223408039843472,0.0316524368552116,0.0134975690738764,VAR
0.25,0.261828530771967,All,,0.271196489979841,0.252223408039844,0.0118285307719673,0.0211964899798411,0.0022234080398435,VAR
0.3,0.301790584608087,All,,0.312050871575952,0.292541207162338,0.00179058460808729,0.0120508715759516,-0.00745879283766154,VAR
0.35,0.348511798885331,All,,0.358116921617455,0.338788094391083,-0.00148820111466852,0.00811692161745525,-0.0112119056089173,VAR
0.4,0.403533736511325,All,,0.412845369382189,0.39445926716471,0.00353373651132455,0.0128453693821889,-0.00554073283528994,VAR
0.45,0.458437092375193,All,,0.469002727380529,0.448707458792838,0.00843709237519269,0.0190027273805288,-0.00129254120716232,VAR
0.5,0.514882011146686,All,,0.52514229811455,0.50354855923159,0.0148820111466856,0.0251422981145499,0.00354855923159014,VAR
0.55,0.572631329301554,All,,0.582180125696668,0.562608205857939,0.0226313293015534,0.0321801256966678,0.012608205857939,VAR
0.6,0.630024902170046,All,,0.639748606664295,0.618996798292423,0.0300249021700463,0.039748606664295,0.0189967982924226,VAR
0.65,0.689908692043164,All,,0.699887347325981,0.680241313885924,0.0399086920431637,0.0498873473259812,0.0302413138859243,VAR
