Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.05,0.0522531160115053,All,,0.0567503595397891,0.0473963326941515,0.00225311601150527,0.00675035953978907,-0.00260366730584852,Persistence
0.1,0.0862895493767977,All,,0.0924646452540748,0.0806507670182167,-0.0137104506232023,-0.00753535474592523,-0.0193492329817833,Persistence
0.15,0.123801534036433,All,,0.13075263662512,0.11673058485139,-0.0261984659635666,-0.0192473633748801,-0.0332694151486098,Persistence
0.2,0.158077660594439,All,,0.165867689357622,0.150629194630872,-0.0419223394055609,-0.0341323106423778,-0.0493708053691275,Persistence
0.25,0.196548418024928,All,,0.204641059443912,0.187976390220518,-0.0534515819750719,-0.0453589405560882,-0.0620236097794822,Persistence
0.3,0.240891658676894,All,,0.25019475071908,0.231771332694152,-0.0591083413231064,-0.0498052492809205,-0.0682286673058485,Persistence
0.35,0.290268456375839,All,,0.300455417066155,0.280977348993289,-0.0597315436241611,-0.0495445829338447,-0.0690226510067113,Persistence
0.4,0.345757430488974,All,,0.356007310642378,0.335085091083413,-0.0542425695110259,-0.0439926893576223,-0.0649149089165868,Persistence
0.45,0.416826462128476,All,,0.427076342281879,0.405012583892617,-0.0331735378715244,-0.0229236577181208,-0.0449874161073826,Persistence
0.5,0.50323585810163,All,,0.514204817833174,0.491964285714286,0.00323585810162996,0.0142048178331735,-0.00803571428571431,Persistence
0.55,0.616490891658677,All,,0.627762464046021,0.606121164908917,0.0664908916586768,0.0777624640460211,0.0561211649089166,Persistence
0.6,0.678691275167785,All,,0.687742689357622,0.66855524928092,0.0786912751677853,0.0877426893576222,0.0685552492809204,Persistence
0.65,0.729506232023011,All,,0.739099952061362,0.71841742569511,0.0795062320230105,0.0890999520613615,0.0684174256951102,Persistence
0.7,0.774808245445829,All,,0.783329338446788,0.766116371045062,0.0748082454458294,0.0833293384467881,0.0661163710450623,Persistence
0.75,0.812919463087248,All,,0.820892257909875,0.804290508149569,0.0629194630872483,0.0708922579098754,0.0542905081495686,Persistence
0.8,0.845637583892617,All,,0.854095757430489,0.838623561840844,0.0456375838926174,0.054095757430489,0.0386235618408437,Persistence
0.85,0.87607861936721,All,,0.883212488015341,0.869064597315436,0.02607861936721,0.0332124880153405,0.0190645973154363,Persistence
0.9,0.909156279961649,All,,0.915331375838926,0.903101030680729,0.00915627996164903,0.0153313758389262,0.00310103068072864,Persistence
0.95,0.941155321188878,All,,0.946491490891659,0.935882070949185,-0.00884467881112172,-0.00350850910834133,-0.0141179290508149,Persistence
0.05,0.144415148609779,All,,0.151788710450623,0.137161433365292,0.0944151486097795,0.101788710450623,0.0871614333652924,VAR
0.1,0.183005752636625,All,,0.191035474592522,0.175272651006711,0.0830057526366251,0.0910354745925216,0.0752726510067114,VAR
0.15,0.217761265580058,All,,0.226749760306807,0.208949544582934,0.0677612655800575,0.0767497603068073,0.0589495445829339,VAR
0.2,0.259587727708533,All,,0.269654841802493,0.249868168744008,0.059587727708533,0.0696548418024928,0.0498681687440077,VAR
0.25,0.296140939597315,All,,0.306094199424736,0.286301534036433,0.0461409395973154,0.0560941994247364,0.0363015340364333,VAR
0.3,0.336049856184084,All,,0.346179889741131,0.325623202301055,0.0360498561840844,0.0461798897411314,0.0256232023010546,VAR
0.35,0.37751677852349,All,,0.386688039309684,0.366131351869607,0.0275167785234899,0.0366880393096837,0.0161313518696069,VAR
