Nominal,Empirical,kfold,subset,upper,lower,flat_empirical,flat_upper,flat_lower,Model
0.05,0.0476133076181292,All,,0.0521998553519769,0.0425506268081003,-0.00238669238187078,0.00219985535197685,-0.00744937319189971,Persistence
0.1,0.0779893924783028,All,,0.0838958534233366,0.0726223481195757,-0.0220106075216972,-0.0161041465766635,-0.0273776518804243,Persistence
0.15,0.1099324975892,All,,0.116504942140791,0.103842213114754,-0.0400675024108004,-0.0334950578592093,-0.0461577868852459,Persistence
0.2,0.144527483124397,All,,0.153085824493732,0.136749638379942,-0.0554725168756027,-0.0469141755062681,-0.0632503616200579,Persistence
0.25,0.182618129218901,All,,0.191061957569913,0.174960824493732,-0.0673818707810993,-0.0589380424300868,-0.0750391755062681,Persistence
0.3,0.224083895853423,All,,0.232584980713597,0.214739030858245,-0.0759161041465767,-0.0674150192864031,-0.0852609691417551,Persistence
0.35,0.270973963355834,All,,0.279652844744455,0.26143924783028,-0.0790260366441659,-0.0703471552555448,-0.0885607521697203,Persistence
0.4,0.327627772420444,All,,0.33727700096432,0.317851976856316,-0.0723722275795564,-0.0627229990356799,-0.0821480231436837,Persistence
0.45,0.394286403085824,All,,0.404233968177435,0.383919961427194,-0.0557135969141755,-0.0457660318225651,-0.0660800385728062,Persistence
0.5,0.477338476374156,All,,0.488669238187078,0.465221190935391,-0.0226615236258438,-0.0113307618129219,-0.0347788090646095,Persistence
0.55,0.62668756027001,All,,0.637237825458052,0.616080038572806,0.0766875602700096,0.0872378254580519,0.0660800385728061,Persistence
0.6,0.687439729990357,All,,0.697266755062681,0.678094864995178,0.0874397299903569,0.0972667550626808,0.0780948649951784,Persistence
0.65,0.744696239151398,All,,0.753679484088718,0.736017357762777,0.0946962391513982,0.103679484088718,0.0860173577627772,Persistence
0.7,0.792430086788814,All,,0.801597155255545,0.784347878495661,0.0924300867888139,0.101597155255545,0.0843478784956606,Persistence
0.75,0.830038572806172,All,,0.838666224686596,0.821416947926712,0.0800385728061717,0.088666224686596,0.0714169479267117,Persistence
0.8,0.865597878495661,All,,0.873191899710704,0.85824493731919,0.0655978784956606,0.0731918997107039,0.0582449373191899,Persistence
0.85,0.892598842815815,All,,0.898625843780135,0.885848601735776,0.0425988428158148,0.048625843780135,0.0358486017357763,Persistence
0.9,0.921528447444552,All,,0.926717695274831,0.915863066538091,0.0215284474445516,0.0267176952748313,0.0158630665380907,Persistence
0.95,0.952145612343298,All,,0.957208293153327,0.94714018804243,0.00214561234329802,0.00720829315332694,-0.00285981195756979,Persistence
0.05,0.0257955641272903,All,,0.0293545081967213,0.022420443587271,-0.0242044358727097,-0.0206454918032787,-0.027579556412729,VAR
0.1,0.054725168756027,All,,0.0597305930568949,0.0501446480231437,-0.045274831243973,-0.0402694069431051,-0.0498553519768563,VAR
0.15,0.0823288331726133,All,,0.0885396576663452,0.076542912246866,-0.0676711668273867,-0.0614603423336548,-0.073457087753134,VAR
0.2,0.114030858244937,All,,0.121085462873674,0.107039537126326,-0.0859691417550627,-0.078914537126326,-0.0929604628736741,VAR
0.25,0.150313404050145,All,,0.158814488910318,0.142116682738669,-0.0996865959498554,-0.0911855110896818,-0.107883317261331,VAR
0.3,0.19804725168756,All,,0.207328833172613,0.189368370298939,-0.10195274831244,-0.0926711668273867,-0.110631629701061,VAR
0.35,0.2624156219865,All,,0.271519406943105,0.253185270009643,-0.0875843780135005,-0.0784805930568949,-0.0968147299903568,VAR
0.4,0.343539054966249,All,,0.352820636451302,0.332988789778206,-0.0564609450337512,-0.0471793635486982,-0.0670112102217936,VAR
0.45,0.424783027965285,All,,0.435694913211186,0.414112222757956,-0.0252169720347155,-0.0143050867888139,-0.0358877772420443,VAR
0.5,0.491080038572806,All,,0.501991923818708,0.480104869816779,-0.00891996142719381,0.00199192381870783,-0.0198951301832209,VAR
0.55,0.562198649951784,All,,0.573053278688525,0.55104568466731,0.012198649951784,0.0230532786885245,0.00104568466730948,VAR
0.6,0.634763741562199,All,,0.645491803278689,0.624391272902604,0.0347637415621986,0.0454918032786885,0.0243912729026037,VAR
0.65,0.696239151398264,All,,0.706427796528447,0.686107762777242,0.0462391513982642,0.0564277965284473,0.036107762777242,VAR
0.7,0.763018322082932,All,,0.772064850530376,0.754453953712633,0.0630183220829316,0.0720648505303761,0.0544539537126326,VAR
0.75,0.825578592092575,All,,0.834136933461909,0.817559667309547,0.0755785920925748,0.0841369334619093,0.0675596673095469,VAR
0.8,0.875120540019286,All,,0.882111861137898,0.868605351976856,0.0751205400192864,0.0821118611378977,0.0686053519768563,VAR
